index,book_name,author,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold,author_rating_score,author_popularity_score,profit_margin,revenue_per_unit,rating_weighted
541,Heart of the Matter,Emily Giffin,Intermediate,3.73,83461,fiction,910.48,546.288,5.99,603,Simon and Schuster Digital Sales Inc,4104,2,3.687595514999817,364.192,0.13311111111111112,311309.52999999997
542,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",Intermediate,3.76,91323,fiction,149.49,0.0,0.99,605,"Amazon Digital Services,  Inc.",4077,2,3.7122339701499802,149.49,0.0,343374.48
543,The Sirens of Titan,Kurt Vonnegut Jr.,Excellent,4.16,72493,fiction,151.0,90.6,1.0,607,"Amazon Digital Services,  Inc.",4077,4,4.392120825388551,60.400000000000006,0.02222222222222222,301570.88
544,Dolores Claiborne,"Stephen King, Dominique Dill",Intermediate,3.81,71053,fiction,661.38,396.828,4.38,608,"Amazon Digital Services,  Inc.",4077,2,3.6836354126606623,264.552,0.09733333333333333,270711.93
545,The Nest,Cynthia D'Aprix Sweeney,Novice,3.45,79762,nonfiction,1508.49,905.094,9.99,608,"Amazon Digital Services,  Inc.",4077,1,3.2957205920178474,603.396,0.222,275178.9
546,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",Intermediate,3.99,101016,fiction,1125.0,675.0,7.5,610,Penguin Group (USA) LLC,4050,2,3.7987577866810573,450.0,0.16666666666666666,403053.84
547,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,Intermediate,3.98,75665,fiction,598.5,0.0,3.99,611,"Amazon Digital Services,  Inc.",4050,2,3.7455603104294015,598.5,0.0,301146.7
548,The Celestine Prophecy,James Redfield,Intermediate,3.6,72675,fiction,594.51,356.706,3.99,615,Penguin Group (USA) LLC,4023,2,3.6245564064982467,237.80399999999997,0.08866666666666667,261630.0
549,My Life Next Door ,Huntley Fitzpatrick,Excellent,4.02,102012,fiction,594.51,356.706,3.99,615,Simon and Schuster Digital Sales Inc,4023,4,4.409462207796971,237.80399999999997,0.08866666666666667,410088.23999999993
550,Winter of the World,Ken Follett,Excellent,4.29,71971,nonfiction,1488.51,893.106,9.99,616,HarperCollins Publishing,4023,4,4.429865428513626,595.404,0.222,308755.59
551,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",Intermediate,3.82,67873,fiction,594.51,0.0,3.99,616,"Amazon Digital Services,  Inc.",4023,2,3.6786813776417455,594.51,0.0,259274.86
552,Lucky,Alice Sebold,Intermediate,3.77,77462,children,1427.42,856.452,9.58,617,"Amazon Digital Services,  Inc.",4023,2,3.686637724961994,570.9680000000001,0.21288888888888888,292031.74
553,To The Lighthouse ,Virginia Woolf,Intermediate,3.76,83066,fiction,1144.04,686.424,7.73,619,Macmillan,3996,2,3.6957714104074864,457.616,0.17177777777777778,312328.16
554,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,Novice,3.43,67438,fiction,146.52,0.0,0.99,620,"Amazon Digital Services,  Inc.",3996,1,3.26056444874097,146.52,0.0,231312.34
555,Guilty Pleasures,Laurell K. Hamilton,Excellent,4.02,104252,fiction,442.52,0.0,2.99,622,"Amazon Digital Services,  Inc.",3996,4,4.413235424459563,442.52,0.0,419093.04
556,The Messenger,Markus Zusak,Excellent,4.09,93119,fiction,145.53,87.318,0.99,624,"Amazon Digital Services,  Inc.",3969,4,4.4146171869223245,58.212,0.022,380856.70999999996
557,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",Intermediate,3.92,87427,fiction,1997.73,1198.638,13.59,624,HarperCollins Publishers,3969,2,3.752660217438401,799.0920000000001,0.302,342713.83999999997
558,Equal Rites,Terry Pratchett,Intermediate,4.0,88673,fiction,145.53,0.0,0.99,625,"Amazon Digital Services,  Inc.",3969,2,3.7791185198074393,145.53,0.0,354692.0
559,House of Leaves,Mark Z. Danielewski,Excellent,4.13,75469,fiction,439.53,0.0,2.99,625,"Amazon Digital Services,  Inc.",3969,4,4.390109739996559,439.53,0.0,311686.97
560,Cruel & Unusual,Patricia Cornwell,Excellent,4.11,83695,fiction,439.53,263.718,2.99,626,"Amazon Digital Services,  Inc.",3969,4,4.402081881073344,175.81199999999995,0.06644444444444444,343986.45
561,Sycamore Row,John Grisham,Intermediate,3.98,56315,fiction,1074.57,644.742,7.31,627,Penguin Group (USA) LLC,3969,2,3.694252720104048,429.828,0.16244444444444445,224133.7
562,Awakened,"P.C. Cast, Kristin Cast",Excellent,4.02,101234,fiction,675.98,405.588,4.63,628,Hachette Book Group,3942,4,4.408132274878827,270.392,0.10288888888888889,406960.67999999993
563,My Ãntonia,Willa Cather,Intermediate,3.76,81102,fiction,582.54,0.0,3.99,629,"Amazon Digital Services,  Inc.",3942,2,3.6916147676245292,582.54,0.0,304943.51999999996
564,Life As We Knew It,Susan Beth Pfeffer,Intermediate,3.89,94282,nonfiction,1097.92,658.752,7.52,629,"Amazon Digital Services,  Inc.",3942,2,3.7567733571722983,439.1680000000001,0.1671111111111111,366756.98000000004
565,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",Excellent,4.02,74511,nonfiction,1166.54,699.924,7.99,630,Random House LLC,3942,4,4.354890488235462,466.616,0.17755555555555555,299534.22
567,The Longest Ride,Nicholas Sparks,Excellent,4.14,71276,fiction,144.54,0.0,0.99,631,"Amazon Digital Services,  Inc.",3942,4,4.38317976490275,144.54,0.0,295082.63999999996
568,é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng],"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",Excellent,4.31,39863,fiction,665.55,399.33,4.59,632,Penguin Group (USA) LLC,3915,4,4.3332323496652005,266.21999999999997,0.102,171809.53
569,Kane and Abel,Jeffrey Archer,Excellent,4.27,74052,fiction,723.55,0.0,4.99,632,"Amazon Digital Services,  Inc.",3915,4,4.428817062858243,723.55,0.0,316202.04
570,Change of Heart,Jodi Picoult,Intermediate,3.91,86471,fiction,990.35,594.21,6.83,634,Simon and Schuster Digital Sales Inc,3915,2,3.74775020153367,396.14,0.1517777777777778,338101.61
571,Dry: A Memoir,Augusten Burroughs,Excellent,4.01,70550,children,1448.55,869.13,9.99,635,"Amazon Digital Services,  Inc.",3915,4,4.342401269554525,579.42,0.222,282905.5
573,Grey,E.L. James,Intermediate,3.76,75320,fiction,1134.72,680.832,7.88,637,Hachette Book Group,3888,2,3.6787664309191515,453.88800000000003,0.1751111111111111,283203.2
574,Dune Messiah ,Frank Herbert,Intermediate,3.86,82580,fiction,570.57,0.0,3.99,641,"Amazon Digital Services,  Inc.",3861,2,3.724752055033068,570.57,0.0,318758.8
575,The Great Divorce,C.S. Lewis,Excellent,4.28,75031,fiction,1428.57,857.142,9.99,642,Penguin Group (USA) LLC,3861,4,4.434098609140575,571.4279999999999,0.222,321132.68
577,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",Excellent,4.28,90999,fiction,708.58,0.0,4.99,646,"Amazon Digital Services,  Inc.",3834,4,4.467616556928437,708.58,0.0,389475.72000000003
578,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,Excellent,4.34,82399,fiction,1560.58,936.348,10.99,647,Penguin Group (USA) LLC,61560,4,4.468370884678846,624.232,0.015210331384015594,357611.66
579,Maybe Someday,Colleen Hoover,Excellent,4.33,81707,fiction,969.86,581.916,6.83,649,Random House LLC,61128,4,4.463905832090387,387.94399999999996,0.009519630938358854,353791.31
580,Mr Maybe,Jane Green,Novice,3.41,78132,fiction,562.59,0.0,3.99,651,"Amazon Digital Services,  Inc.",61128,1,3.280133799932112,562.59,0.0,266430.12
581,Anne of the Island,L.M. Montgomery,Excellent,4.21,97049,fiction,139.59,83.754,0.99,652,Random House LLC,60696,4,4.457798215889753,55.836,0.0013798932384341638,408576.29
582,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",Excellent,4.05,65362,fiction,1030.71,618.426,7.31,652,Penguin Group (USA) LLC,59400,4,4.341132790809656,412.284,0.010411212121212121,264716.1
583,North and South,"Elizabeth Gaskell, Alan Shelston",Excellent,4.13,95274,fiction,562.59,0.0,3.99,653,"Amazon Digital Services,  Inc.",58968,4,4.430591582977682,562.59,0.0,393481.62
584,A Stolen Life,Jaycee Dugard,Intermediate,3.89,72713,fiction,558.6,0.0,3.99,655,"Amazon Digital Services,  Inc.",57240,2,3.7116472143430124,558.6,0.0,282853.57
585,The Immortals of Meluha,Amish Tripathi,Intermediate,4.0,62784,fiction,418.6,251.16,2.99,658,"Amazon Digital Services,  Inc.",56808,2,3.719142359435336,167.44000000000003,0.00442120828052387,251136.0
586,The Lost World,Michael Crichton,Intermediate,3.72,83389,fiction,1398.6,839.16,9.99,658,"Amazon Digital Services,  Inc.",55728,2,3.684445589534673,559.4399999999999,0.01505813953488372,310207.08
587,Requiem,Lauren Oliver,Intermediate,3.74,100593,fiction,698.6,0.0,4.99,659,"Amazon Digital Services,  Inc.",55080,2,3.7230288310768254,698.6,0.0,376217.82
588,A Crown of Swords,Robert Jordan,Intermediate,4.0,86421,nonfiction,137.61,0.0,0.99,661,"Amazon Digital Services,  Inc.",54000,2,3.774649725058139,137.61,0.0,345684.0
589,Aesopica,"Aesop, Laura Harris, Laura Gibbs",Excellent,4.05,88508,fiction,693.61,0.0,4.99,663,"Amazon Digital Services,  Inc.",53784,4,4.393794973597122,693.61,0.0,358457.39999999997
590,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,Excellent,4.18,71095,fiction,725.88,435.528,5.26,665,Penguin Group (USA) LLC,53784,4,4.394738066864085,290.352,0.008097724230254351,297177.1
591,Finale,Becca Fitzpatrick,Excellent,4.22,107569,fiction,1516.62,909.972,10.99,666,Penguin Group (USA) LLC,53784,4,4.478676467450058,606.6479999999999,0.0169190093708166,453941.18
592,Skeleton Crew,Stephen King,Intermediate,3.93,82320,fiction,957.72,574.632,6.94,668,Random House LLC,53568,2,3.7452042549633835,383.0880000000001,0.010727150537634407,323517.60000000003
594,Two States,Chetan Bhagat,Intermediate,3.42,67866,fiction,836.4,501.84,6.15,675,"Amazon Digital Services,  Inc.",53352,2,3.5586634608067373,334.56,0.009406207827260458,232101.72
595,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",Excellent,4.1,89733,nonfiction,1225.36,0.0,9.01,675,"Amazon Digital Services,  Inc.",53136,4,4.411182810950648,1225.36,0.0,367905.3
596,Summer Knight,Jim Butcher,Excellent,4.3,91012,fiction,542.64,0.0,3.99,676,"Amazon Digital Services,  Inc.",52920,4,4.473641371983513,542.64,0.0,391351.6
597,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",Excellent,4.1,95378,fiction,133.65,0.0,0.99,679,"Amazon Digital Services,  Inc.",52488,4,4.421781105906539,133.65,0.0,391049.8
598,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",Intermediate,3.81,108399,fiction,538.65,0.0,3.99,680,"Amazon Digital Services,  Inc.",52488,2,3.757011712880947,538.65,0.0,413000.19
599,Ugly Love,Colleen Hoover,Excellent,4.3,107583,fiction,808.65,485.19,5.99,681,Random House LLC,52488,4,4.502699074969343,323.46,0.009243827160493828,462606.89999999997
600,Chocolat,Joanne Harris,Intermediate,3.95,84770,nonfiction,873.68,524.208,6.52,682,"Amazon Digital Services,  Inc.",52056,2,3.756298922534696,349.472,0.010070078377132318,334841.5
601,The Amityville Horror,Jay Anson,Intermediate,3.82,80959,fiction,1191.26,714.756,8.89,684,Hachette Book Group,52056,2,3.7093081997982895,476.504,0.013730520977408943,309263.38
603,Gabriel's Rapture,Sylvain Reynard,Excellent,4.22,91213,fiction,530.67,0.0,3.99,689,"Amazon Digital Services,  Inc.",51624,4,4.45002460048978,530.67,0.0,384918.86
604,Dubliners,"James Joyce, Jeri Johnson",Intermediate,3.85,73140,fiction,397.67,238.602,2.99,690,Random House LLC,51408,2,3.7006643575253007,159.068,0.004641339869281046,281589.0
605,Let the Great World Spin,Colum McCann,Intermediate,3.93,71515,fiction,394.68,0.0,2.99,692,"Amazon Digital Services,  Inc.",51192,2,3.7207612862832193,394.68,0.0,281053.95
606,The Eternity Code,Eoin Colfer,Excellent,4.04,94437,fiction,394.68,0.0,2.99,692,"Amazon Digital Services,  Inc.",51192,4,4.4020587124208665,394.68,0.0,381525.48
607,Tell No One,Harlan Coben,Excellent,4.11,78070,fiction,394.68,236.808,2.99,693,"Amazon Digital Services,  Inc.",50976,4,4.38999589688588,157.872,0.0046454802259887,320867.7
608,The Tommyknockers,Stephen King,Famous,3.48,89262,fiction,790.68,0.0,5.99,693,"Amazon Digital Services,  Inc.",50760,3,3.924268591503043,790.68,0.0,310631.76
609,Hex Hall,Rachel Hawkins,Intermediate,3.96,109881,fiction,526.68,0.0,3.99,693,"Amazon Digital Services,  Inc.",50544,2,3.8043706222253615,526.68,0.0,435128.76
610,Steal Like an Artist,Austin Kleon,Intermediate,3.86,93625,fiction,130.68,78.408,0.99,694,"Amazon Digital Services,  Inc.",50328,2,3.7465585877368417,52.272000000000006,0.0015579399141630902,361392.5
611,Cryptonomicon,Neal Stephenson,Excellent,4.25,72683,children,327.36,196.416,2.48,694,Random House LLC,50112,4,4.41957552788437,130.94400000000002,0.003919540229885057,308902.75
612,Beautiful Bastard,Christina Lauren,Excellent,4.05,111668,fiction,394.68,0.0,2.99,695,"Amazon Digital Services,  Inc.",49896,4,4.434173050812976,394.68,0.0,452255.39999999997
613,Prodigal Summer,Barbara Kingsolver,Intermediate,3.98,78529,fiction,260.69,156.414,1.99,696,Simon and Schuster Digital Sales Inc,49896,2,3.7520142389809292,104.27600000000001,0.0031348003848003844,312545.42
614,We Were the Mulvaneys,Joyce Carol Oates,Intermediate,3.7,77251,fiction,1395.15,837.09,10.65,698,Hachette Book Group,49680,2,3.665163892728562,558.0600000000001,0.01684963768115942,285828.7
615,Understanding Comics: The Invisible Art,Scott McCloud,Intermediate,3.98,77277,nonfiction,129.69,77.814,0.99,699,"Amazon Digital Services,  Inc.",49680,2,3.749222349502708,51.876000000000005,0.0015663043478260869,307562.46
616,Beautiful Darkness,"Kami Garcia, Margaret Stohl",Intermediate,3.84,95447,nonfiction,260.69,156.414,1.99,700,HarperCollins Publishers,49248,2,3.7439067330790343,104.27600000000001,0.0031760477582846,366516.48
617,The Psychopath Test,Jon Ronson,Intermediate,3.91,44097,fiction,492.7,295.62,3.79,701,Macmillan,49032,2,3.6307675572505342,197.07999999999998,0.0060291238374938815,172419.27000000002
618,Vanishing Acts,Jodi Picoult,Intermediate,3.68,79662,fiction,258.7,155.22,1.99,703,Random House LLC,48816,2,3.6645026629278075,103.47999999999999,0.003179695181907571,293156.16000000003
619,Absolute Power,David Baldacci,Excellent,4.15,72481,fiction,1656.2,993.72,12.74,704,Macmillan,48816,4,4.389092067338696,662.48,0.020356440511307767,300796.15
620,Hot Six,Janet Evanovich,Excellent,4.18,99329,fiction,514.71,0.0,3.99,705,"Amazon Digital Services,  Inc.",48600,4,4.452832174188693,514.71,0.0,415195.22
621,The Time Keeper,Mitch Albom,Intermediate,3.85,72277,fiction,127.71,0.0,0.99,707,"Amazon Digital Services,  Inc.",48384,2,3.6986024506879263,127.71,0.0,278266.45
622,A Dirty Job,Christopher Moore,Excellent,4.08,78523,nonfiction,127.71,76.626,0.99,707,"Amazon Digital Services,  Inc.",48168,4,4.382000965753159,51.08399999999999,0.0015908071748878924,320373.84
623,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,Excellent,4.24,66406,fiction,127.71,0.0,0.99,708,"Amazon Digital Services,  Inc.",47952,4,4.400885544404679,127.71,0.0,281561.44
624,The Amulet of Samarkand,Jonathan Stroud,Intermediate,3.99,86062,fiction,127.71,0.0,0.99,709,"Amazon Digital Services,  Inc.",47736,2,3.770926592291166,127.71,0.0,343387.38
625,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",Intermediate,3.91,71023,fiction,885.76,531.456,6.92,710,Penguin Group (USA) LLC,47520,2,3.7135620510725165,354.304,0.011183838383838384,277699.93
626,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",Intermediate,3.85,70241,children,888.32,532.992,6.94,710,"Amazon Digital Services,  Inc.",47520,2,3.693638747495198,355.3280000000001,0.011216161616161615,270427.85000000003
627,Exodus,Leon Uris,Excellent,4.33,77258,fiction,1470.72,882.432,11.49,711,Random House LLC,47304,4,4.454179633026018,588.288,0.0186544901065449,334527.14
628,Stones from the River,Ursula Hegi,Excellent,4.07,80056,fiction,787.2,472.32,6.15,712,"Amazon Digital Services,  Inc.",47304,4,4.382359724650592,314.88000000000005,0.009984779299847793,325827.92000000004
629,The Big Sleep,Raymond Chandler,Excellent,4.04,84489,fiction,126.72,76.032,0.99,713,"Amazon Digital Services,  Inc.",47088,4,4.382722124044642,50.688,0.0016146788990825686,341335.56
630,Cannery Row ,John Steinbeck,Excellent,4.02,81598,fiction,1153.28,691.968,9.01,713,HarperCollins Publishers,47088,4,4.370673934593981,461.312,0.014695208970438328,328023.95999999996
631,Seriously...I'm Kidding,Ellen DeGeneres,Intermediate,3.72,74358,fiction,843.28,505.968,6.64,714,Hachette Book Group,46872,2,3.6645334162516603,337.31199999999995,0.010794674859190988,276611.76
632,The Miserable Mill,"Lemony Snicket, Brett Helquist",Intermediate,3.83,101325,fiction,1395.73,837.438,10.99,716,Penguin Group (USA) LLC,46872,2,3.7512883594183473,558.292,0.017866487455197134,388074.75
633,The Snow Child,Eowyn Ivey,Intermediate,3.95,72328,fiction,125.73,75.438,0.99,716,"Amazon Digital Services,  Inc.",46872,2,3.728724984283093,50.292,0.001609447004608295,285695.60000000003
634,Wait for You,"J. Lynn, Jennifer L. Armentrout",Excellent,4.19,106236,fiction,506.73,0.0,3.99,717,"Amazon Digital Services,  Inc.",46440,4,4.467510319305656,506.73,0.0,445128.84
635,The Last Straw,Jeff Kinney,Excellent,4.11,82518,fiction,502.74,0.0,3.99,719,"Amazon Digital Services,  Inc.",46440,4,4.399621582547816,502.74,0.0,339148.98000000004
636,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",Excellent,4.06,74130,fiction,124.74,0.0,0.99,720,"Amazon Digital Services,  Inc.",46008,4,4.36599994345381,124.74,0.0,300967.8
637,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",Excellent,4.01,69975,fiction,1198.75,719.25,9.59,724,HarperCollins Publishers,46008,4,4.340979645406927,479.5,0.015633150756390192,280599.75
638,Onyx,Jennifer L. Armentrout,Excellent,4.33,111448,fiction,1127.5,676.5,9.02,725,Random House LLC,46008,4,4.517830470413428,451.0,0.01470396452790819,482569.84
639,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,Excellent,4.28,109183,fiction,122.76,73.656,0.99,728,"Amazon Digital Services,  Inc.",45792,4,4.499263600326157,49.104,0.001608490566037736,467303.24000000005
640,The Birth of Venus,Sarah Dunant,Intermediate,3.79,78129,fiction,370.76,0.0,2.99,730,"Amazon Digital Services,  Inc.",45576,2,3.6941271297238307,370.76,0.0,296108.91
641,The Opal Deception,Eoin Colfer,Excellent,4.04,95638,fiction,121.77,73.062,0.99,733,"Amazon Digital Services,  Inc.",45360,4,4.404254010596263,48.708,0.0016107142857142856,386377.52
642,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",Intermediate,3.73,53751,fiction,121.77,73.062,0.99,736,Random House LLC,45144,2,3.6111578512326714,48.708,0.0016184210526315789,200491.23
643,The Girls,Emma Cline,Novice,3.49,76761,fiction,974.78,584.868,7.99,737,Random House LLC,44928,1,3.3010585126246874,389.9119999999999,0.0130178952991453,267895.89
644,The Goose Girl,Shannon Hale,Excellent,4.18,92952,fiction,120.78,72.468,0.99,738,Simon and Schuster Digital Sales Inc,44280,4,4.441305364366871,48.312,0.0016365853658536586,388539.36
645,Mystic River,Dennis Lehane,Excellent,4.19,86103,fiction,1096.78,658.068,8.99,739,Random House LLC,43848,4,4.4310093309070195,438.712,0.015007936507936508,360771.57
647,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",Intermediate,3.84,84682,fiction,966.79,580.074,7.99,741,Random House LLC,43416,2,3.723118494015602,386.716,0.013360834715312327,325178.88
648,The Moon is a Harsh Mistress,Robert A. Heinlein,Excellent,4.17,80366,fiction,930.49,558.294,7.69,743,Penguin Group (USA) LLC,43416,4,4.413031102783368,372.196,0.012859176340519623,335126.22
649,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",Excellent,4.17,35283,fiction,119.79,71.874,0.99,743,"Amazon Digital Services,  Inc.",43416,4,4.270031125362321,47.91600000000001,0.0016554726368159204,147130.11
650,High Five,Janet Evanovich,Excellent,4.17,92737,children,671.55,402.93,5.55,745,"Amazon Digital Services,  Inc.",43200,4,4.437903090243367,268.61999999999995,0.009327083333333333,386713.29
651,Joyland,Stephen King,Intermediate,3.9,75018,fiction,118.8,0.0,0.99,746,"Amazon Digital Services,  Inc.",42768,2,3.72006850829071,118.8,0.0,292570.2
652,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",Famous,4.42,82565,fiction,118.8,71.28,0.99,748,"Amazon Digital Services,  Inc.",42552,3,4.192720498094116,47.519999999999996,0.0016751269035532995,364937.3
653,Tender Is the Night,F. Scott Fitzgerald,Intermediate,3.83,79008,fiction,118.8,71.28,0.99,750,"Amazon Digital Services,  Inc.",42120,2,3.708070626023566,47.519999999999996,0.0016923076923076924,302600.64
655,The Glass Menagerie,Tennessee Williams,Intermediate,3.67,90032,nonfiction,117.81,70.686,0.99,752,"Amazon Digital Services,  Inc.",41904,2,3.6827606886249002,47.123999999999995,0.001686855670103093,330417.44
656,L'amica geniale,"Elena Ferrante, Ann Goldstein",Intermediate,3.88,64637,nonfiction,912.73,547.638,7.67,753,Random House LLC,41472,2,3.6881951640917516,365.092,0.013205005787037039,250791.56
657,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Intermediate,3.84,66129,fiction,355.81,0.0,2.99,757,"Amazon Digital Services,  Inc.",41256,2,3.6801594090815923,355.81,0.0,253935.36
658,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,Intermediate,3.77,52031,fiction,117.81,0.0,0.99,759,"Amazon Digital Services,  Inc.",40824,2,3.6175082078311824,117.81,0.0,196156.87
659,Rules of Civility,Amor Towles,Intermediate,3.99,75541,fiction,712.81,427.686,5.99,760,Penguin Group (USA) LLC,40824,2,3.7482753914948055,285.12399999999997,0.01047633744855967,301408.59
660,Ringworld,Larry Niven,Intermediate,3.96,76925,fiction,117.81,70.686,0.99,760,"Amazon Digital Services,  Inc.",40176,2,3.7424292602279694,47.123999999999995,0.0017594086021505378,304623.0
661,Between Shades of Gray,Ruta Sepetys,Excellent,4.36,87718,fiction,236.81,142.086,1.99,761,"Amazon Digital Services,  Inc.",40176,4,4.485237468823912,94.72399999999999,0.003536589008363202,382450.48000000004
662,Frindle,"Andrew Clements, Brian Selznick",Intermediate,3.79,83351,fiction,712.81,427.686,5.99,762,Macmillan,39960,2,3.7053664100089474,285.12399999999997,0.010702852852852853,315900.29
663,Dog Days,Jeff Kinney,Excellent,4.14,78592,fiction,474.81,0.0,3.99,764,"Amazon Digital Services,  Inc.",39744,4,4.400153546676561,474.81,0.0,325370.87999999995
664,The Round House,Louise Erdrich,Intermediate,3.91,67928,fiction,355.81,0.0,2.99,764,"Amazon Digital Services,  Inc.",39312,2,3.705822088511524,355.81,0.0,265598.48
665,A Wind in the Door,Madeleine L'Engle,Excellent,4.07,87277,fiction,355.81,0.0,2.99,765,"Amazon Digital Services,  Inc.",39312,4,4.397361914285479,355.81,0.0,355217.39
666,Free Four: Tobias Tells the Divergent Story,Veronica Roth,Excellent,4.18,81621,nonfiction,1188.81,713.286,9.99,765,Hachette Book Group,38880,4,4.418722892868467,475.524,0.018345833333333332,341175.77999999997
667,A Little Life,Hanya Yanagihara,Excellent,4.27,66782,fiction,355.81,213.486,2.99,766,"Amazon Digital Services,  Inc.",38664,4,4.41086636974587,142.324,0.005521570453134699,285159.13999999996
668,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",Excellent,4.12,81326,fiction,117.81,0.0,0.99,767,"Amazon Digital Services,  Inc.",38664,4,4.400093900915751,117.81,0.0,335063.12
669,The Alloy of Law,Brandon Sanderson,Excellent,4.2,72185,fiction,593.81,0.0,4.99,768,"Amazon Digital Services,  Inc.",38448,4,4.4033811908710225,593.81,0.0,303177.0
670,Dead Reckoning,Charlaine Harris,Intermediate,3.77,87066,nonfiction,117.81,70.686,0.99,770,"Amazon Digital Services,  Inc.",38448,2,3.7069414322278527,47.123999999999995,0.0018384831460674159,328238.82
671,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",Intermediate,3.9,80075,fiction,784.21,470.526,6.59,770,"Amazon Digital Services,  Inc.",38448,2,3.7314009483593584,313.684,0.01223798377028714,312292.5
673,The Invisible Man,H.G. Wells,Intermediate,3.62,84778,fiction,117.81,70.686,0.99,772,Macmillan,38016,2,3.6573153158386544,47.123999999999995,0.0018593750000000001,306896.36
674,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",Excellent,4.15,63764,fiction,117.81,70.686,0.99,773,"Amazon Digital Services,  Inc.",38016,4,4.366832945609122,47.123999999999995,0.0018593750000000001,264620.60000000003
675,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",Intermediate,3.57,62106,fiction,915.11,549.066,7.69,775,Random House LLC,37584,2,3.5882562206828457,366.044,0.01460903575989783,221718.41999999998
676,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",Intermediate,3.92,78355,fiction,355.81,0.0,2.99,779,"Amazon Digital Services,  Inc.",37584,2,3.733628903025723,355.81,0.0,307151.6
677,Four Past Midnight,Stephen King,Intermediate,3.9,76376,nonfiction,640.22,384.132,5.38,779,HarperCollins Publishers,37368,2,3.7231850383154526,256.088,0.010279704560051381,297866.39999999997
678,The Marriage Bargain,Jennifer Probst,Intermediate,3.81,91630,fiction,1307.81,784.686,10.99,781,Random House LLC,37368,2,3.7278169704771984,523.1239999999999,0.02099887604367373,349110.3
