index,book_name,author,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold,author_rating_score,author_popularity_score,profit_margin,revenue_per_unit,rating_weighted
262,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Intermediate,4.15,134537,fiction,1085.37,651.222,2.99,282,"Amazon Digital Services,  Inc.",363,2,3.8965379869233137,434.1479999999999,1.794,558328.55
263,Doctor Sleep,Stephen King,Intermediate,4.1,95276,fiction,357.39,214.434,0.99,283,"Amazon Digital Services,  Inc.",361,2,3.821595229599974,142.956,0.594,390631.6
264,About a Boy,Nick Hornby,Intermediate,3.79,101999,fiction,1079.39,647.634,2.99,283,Penguin Group (USA) LLC,361,2,3.740440068704767,431.7560000000001,1.794,386576.21
265,On Dublin Street,Samantha Young,Intermediate,4.24,136761,nonfiction,3905.78,2343.468,10.91,285,Random House LLC,358,2,3.9263861773078883,1562.3120000000004,6.545999999999999,579866.64
266,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",Intermediate,4.15,106351,fiction,1064.44,638.664,2.99,286,Macmillan,356,2,3.8556982645720264,425.77600000000007,1.794,441356.65
269,The Story of My Life,Helen Keller,Intermediate,4.07,107313,nonfiction,347.49,208.494,0.99,289,"Amazon Digital Services,  Inc.",351,2,3.8332625531894684,138.996,0.594,436763.91000000003
270,This Is Where I Leave You,Jonathan Tropper,Intermediate,3.88,98645,fiction,346.5,0.0,0.99,290,"Amazon Digital Services,  Inc.",350,2,3.7616317918894246,346.5,0.0,382742.6
271,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,Intermediate,3.7,106336,fiction,344.52,0.0,0.99,291,"Amazon Digital Services,  Inc.",348,2,3.720673761500445,344.52,0.0,393443.2
272,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",Intermediate,4.23,118467,nonfiction,1031.55,618.93,2.99,293,Simon and Schuster Digital Sales Inc,345,2,3.898440422669406,412.62,1.7939999999999998,501115.41000000003
273,The Tempest,William Shakespeare,Intermediate,3.8,125178,fiction,1025.57,0.0,2.99,294,"Amazon Digital Services,  Inc.",343,2,3.779012591137377,1025.57,0.0,475676.39999999997
274,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",Intermediate,3.98,120763,fiction,1019.59,0.0,2.99,295,"Amazon Digital Services,  Inc.",341,2,3.8267749957952684,1019.59,0.0,480636.74
275,Wizard and Glass,"Stephen King, Dave McKean",Intermediate,4.24,105026,fiction,1019.59,611.754,2.99,295,Simon and Schuster Digital Sales Inc,341,2,3.880520384175204,407.836,1.794,445310.24000000005
276,The Circle,Dave Eggers,Novice,3.46,109412,fiction,3872.6,2323.56,11.39,296,Penguin Group (USA) LLC,340,1,3.3536275704547034,1549.04,6.834,378565.52
277,The Invention of Hugo Cabret,Brian Selznick,Intermediate,4.23,132159,fiction,1686.62,0.0,4.99,297,"Amazon Digital Services,  Inc.",338,2,3.9174400119905233,1686.62,0.0,559032.5700000001
278,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",Intermediate,4.16,108124,fiction,1676.64,0.0,4.99,298,"Amazon Digital Services,  Inc.",336,2,3.8615704481891484,1676.64,0.0,449795.84
279,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,Bisco Hatori,Excellent,4.36,113881,fiction,666.65,399.99,1.99,299,HarperCollins Publishers,335,4,4.530582034255216,266.65999999999997,1.194,496521.16000000003
280,The Good Girl,Mary Kubica,Intermediate,3.81,100936,fiction,2620.72,1572.432,7.99,303,Random House LLC,328,2,3.7446201570807736,1048.2879999999998,4.7940000000000005,384566.16000000003
281,"Fallen Too Far (Too Far, #1)",Abbi Glines,Excellent,4.21,138871,fiction,2875.32,1725.192,8.82,304,Penguin Group (USA) LLC,326,4,4.520045876059445,1150.1280000000002,5.292,584646.91
282,Landline,Rainbow Rowell,Intermediate,3.55,113805,fiction,1300.74,0.0,3.99,304,"Amazon Digital Services,  Inc.",326,2,3.6874660636925154,1300.74,0.0,404007.75
283,Tempted,"P.C. Cast, Kristin Cast",Intermediate,3.96,127387,fiction,2759.25,1655.55,8.49,305,HarperCollins Publishers,325,2,3.830051407685637,1103.7,5.093999999999999,504452.52
284,No Country for Old Men,Cormac McCarthy,Excellent,4.12,100513,fiction,1611.77,967.062,4.99,306,Simon and Schuster Digital Sales Inc,323,4,4.436890622510742,644.708,2.994,414113.56
285,Wolf Hall,Hilary Mantel,Intermediate,3.85,102936,fiction,2468.49,1481.094,7.69,307,Penguin Group (USA) LLC,321,2,3.7600286028012104,987.3959999999997,4.614,396303.60000000003
286,Howl's Moving Castle,Diana Wynne Jones,Excellent,4.3,123945,fiction,950.82,0.0,2.99,309,"Amazon Digital Services,  Inc.",318,4,4.527293006290803,950.82,0.0,532963.5
287,Dreamcatcher,"Stephen King, William Olivier Desmond",Intermediate,3.59,115855,fiction,1576.84,0.0,4.99,310,"Amazon Digital Services,  Inc.",316,2,3.7025674120545964,1576.84,0.0,415919.45
288,Walden; or Life in the Woods,Henry David Thoreau,Intermediate,3.79,108062,nonfiction,2044.35,1226.61,6.49,311,Random House LLC,315,2,3.7504708080292275,817.74,3.8939999999999997,409554.98
289,The Remains of the Day,Kazuo Ishiguro,Excellent,4.1,105892,nonfiction,1874.87,1124.922,5.99,312,Random House LLC,313,4,4.439946900900965,749.9479999999999,3.594,434157.19999999995
290,The Best of Me,Nicholas Sparks,Intermediate,3.91,103915,fiction,307.89,184.734,0.99,313,"Amazon Digital Services,  Inc.",311,2,3.779672968500194,123.15599999999998,0.5940000000000001,406307.65
291,The Sense of an Ending,Julian Barnes,Intermediate,3.7,94968,fiction,306.9,0.0,0.99,314,"Amazon Digital Services,  Inc.",310,2,3.701032746005928,306.9,0.0,351381.60000000003
292,A is for Alibi,Sue Grafton,Intermediate,3.82,116026,fiction,616.9,370.14,1.99,314,"Amazon Digital Services,  Inc.",310,2,3.7718236252996125,246.76,1.194,443219.32
293,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,"Sophocles, J.E. Thomas",Intermediate,3.67,119496,fiction,2460.92,1476.552,7.99,315,Hachette Book Group,308,2,3.7319428009427833,984.3680000000002,4.794,438550.32
294,Shanghai Girls,Lisa See,Intermediate,3.87,106729,nonfiction,2152.92,1291.752,6.99,315,Penguin Group (USA) LLC,308,2,3.772314603770511,861.1680000000001,4.194,413041.23000000004
295,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",Intermediate,3.98,124612,fiction,10327.3,6196.38,33.86,317,Penguin Group (USA) LLC,305,2,3.8322253406331437,4130.919999999999,20.316,495955.76
296,To All the Boys I've Loved Before,Jenny Han,Excellent,4.11,136938,nonfiction,598.99,0.0,1.99,319,"Amazon Digital Services,  Inc.",301,4,4.487610860839225,598.99,0.0,562815.18
297,Persepolis,"Marjane Satrapi, Mattias Ripa",Excellent,4.23,117103,fiction,1487.02,892.212,4.99,321,Random House LLC,298,4,4.496428691925644,594.808,2.9939999999999998,495345.69000000006
298,A Room with a View,E.M. Forster,Intermediate,3.91,109994,fiction,891.02,0.0,2.99,321,"Amazon Digital Services,  Inc.",298,2,3.789549177620517,891.02,0.0,430076.54000000004
299,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,Intermediate,3.86,136736,fiction,1181.04,0.0,3.99,322,"Amazon Digital Services,  Inc.",296,2,3.8123544189114695,1181.04,0.0,527800.96
300,Lock and Key,Sarah Dessen,Excellent,4.01,120475,nonfiction,885.04,531.024,2.99,322,"Amazon Digital Services,  Inc.",296,4,4.435360215923906,354.01599999999996,1.794,483104.75
301,Naked in Death,J.D. Robb,Excellent,4.13,78028,fiction,1772.95,1063.77,6.01,323,HarperCollins Publishers,295,4,4.395902416457027,709.1800000000001,3.606,322255.64
302,The Chamber,John Grisham,Intermediate,3.76,102715,fiction,292.05,0.0,0.99,323,"Amazon Digital Services,  Inc.",295,2,3.7326552394466397,292.05,0.0,386208.39999999997
303,Midnight Sun (Partial Draft),Stephenie Meyer,Excellent,4.03,138118,fiction,290.07,0.0,0.99,324,"Amazon Digital Services,  Inc.",293,4,4.465101370135507,290.07,0.0,556615.54
304,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,"Masashi Kishimoto, Katy Bridges",Excellent,4.35,104633,nonfiction,288.09,172.854,0.99,325,HarperCollins Christian Publishing,291,4,4.512869131223878,115.23599999999996,0.5940000000000001,455153.55
305,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,Intermediate,3.89,94012,fiction,3694.6,2216.76,12.74,326,Hachette Book Group,290,2,3.7562751645798698,1477.8399999999997,7.644000000000001,365706.68
306,Every Day,David Levithan,Intermediate,3.99,121863,fiction,1149.12,689.472,3.99,327,"Amazon Digital Services,  Inc.",288,2,3.831350171630651,459.6479999999999,2.394,486233.37000000005
307,Xenocide,Orson Scott Card,Intermediate,3.77,104467,fiction,1707.15,1024.29,5.99,329,Simon and Schuster Digital Sales Inc,285,2,3.7385933121532195,682.8600000000001,3.594,393840.59
308,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",Intermediate,3.78,115621,fiction,427.5,0.0,1.5,329,"Amazon Digital Services,  Inc.",285,2,3.759216190967901,427.5,0.0,437047.38
309,ShÅgun,James Clavell,Excellent,4.37,104339,fiction,2071.56,1242.936,7.32,330,Hachette Book Group,283,4,4.518380332954543,828.624,4.3919999999999995,455961.43
310,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,Famous,4.45,134249,fiction,1412.17,847.302,4.99,330,Simon and Schuster Digital Sales Inc,283,3,4.286165717748638,564.868,2.994,597408.05
311,A Court of Thorns and Roses,Sarah J. Maas,Excellent,4.29,167848,nonfiction,3650.19,2190.114,12.99,331,"Amazon Digital Services,  Inc.",281,4,4.5769675032719785,1460.076,7.7940000000000005,720067.92
313,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",Excellent,4.21,105192,fiction,1097.25,658.35,3.99,335,Simon and Schuster Digital Sales Inc,275,4,4.471794736373778,438.9,2.394,442858.32
314,Smile,Raina Telgemeier,Excellent,4.19,98628,fiction,2618.07,1570.842,9.59,336,HarperCollins Publishers,273,4,4.454601851932671,1047.228,5.7540000000000004,413251.32000000007
315, Animal Farm & 1984,"George Orwell, Christopher Hitchens",Excellent,4.26,116197,fiction,267.3,0.0,0.99,338,"Amazon Digital Services,  Inc.",270,4,4.504079461216772,267.3,0.0,494999.22
316,The Deep End of the Ocean,Jacquelyn Mitchard,Intermediate,3.84,102733,fiction,267.3,0.0,0.99,338,"Amazon Digital Services,  Inc.",270,2,3.756685679167036,267.3,0.0,394494.72
317,The Bonesetter's Daughter,Amy Tan,Intermediate,3.98,99926,nonfiction,263.34,0.0,0.99,340,"Amazon Digital Services,  Inc.",266,2,3.7938731397016396,263.34,0.0,397705.48
318,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,Intermediate,3.74,112733,fiction,997.5,0.0,3.75,340,"Amazon Digital Services,  Inc.",266,2,3.7428219667218454,997.5,0.0,421621.42000000004
319,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,Intermediate,3.75,110552,fiction,1719.85,1031.91,6.49,341,Hachette Book Group,265,2,3.742428212888979,687.9399999999998,3.894,414570.0
320,Flowers in the Attic,V.C. Andrews,Intermediate,3.79,109063,children,1877.82,1126.692,7.14,342,"Amazon Digital Services,  Inc.",263,2,3.7520725686811285,751.1279999999999,4.284,413348.77
321,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",Excellent,4.32,116771,fiction,1041.39,0.0,3.99,343,"Amazon Digital Services,  Inc.",261,4,4.522935487441751,1041.39,0.0,504450.72000000003
322,Maniac Magee,Jerry Spinelli,Intermediate,3.86,99831,fiction,777.4,0.0,2.99,344,"Amazon Digital Services,  Inc.",260,2,3.757707908682697,777.4,0.0,385347.66
323,Invisible Monsters,Chuck Palahniuk,Intermediate,4.0,54937,fiction,771.42,462.852,2.99,345,Simon and Schuster Digital Sales Inc,258,2,3.6959491380092526,308.568,1.7939999999999998,219748.0
324,"Twelfth Night; or, What You Will",William Shakespeare,Intermediate,3.97,119607,fiction,1527.45,916.47,5.99,347,Penguin Group (USA) LLC,255,2,3.8221040913915965,610.98,3.5940000000000003,474839.79000000004
325,Gathering Blue,Lois Lowry,Intermediate,3.8,114917,fiction,997.5,0.0,3.99,350,"Amazon Digital Services,  Inc.",250,2,3.764155223619498,997.5,0.0,436684.6
326,The Westing Game,Ellen Raskin,Excellent,4.03,117108,fiction,997.5,598.5,3.99,350,"Amazon Digital Services,  Inc.",250,4,4.436436109011492,399.0,2.394,471945.24000000005
327,Red Rising,Pierce Brown,Excellent,4.26,104939,fiction,246.51,147.906,0.99,351,"Amazon Digital Services,  Inc.",249,4,4.486376423944928,98.60399999999998,0.594,447040.13999999996
328,The Way of Shadows,Brent Weeks,Excellent,4.15,109236,fiction,744.51,446.706,2.99,351,Random House LLC,249,4,4.4603479058022515,297.804,1.794,453329.4
329,The Bean Trees,Barbara Kingsolver,Intermediate,3.94,105032,children,1635.93,981.558,6.57,352,"Amazon Digital Services,  Inc.",249,2,3.790530308070823,654.3720000000001,3.942,413826.08
330,Walking Disaster,Jamie McGuire,Excellent,4.23,134022,fiction,3221.52,0.0,12.99,353,"Amazon Digital Services,  Inc.",248,4,4.51987173402036,3221.52,0.0,566913.06
331,Words of Radiance,Brandon Sanderson,Famous,4.77,73572,fiction,741.52,444.912,2.99,354,HarperCollins Publishers,248,3,4.2776873860482745,296.608,1.7939999999999998,350938.43999999994
332,Guess How Much I Love You,"Sam McBratney, Anita Jeram",Excellent,4.36,104690,fiction,738.53,0.0,2.99,355,"Amazon Digital Services,  Inc.",247,4,4.515963739268136,738.53,0.0,456448.4
333,The Fiery Cross,Diana Gabaldon,Excellent,4.26,103552,fiction,1141.14,684.684,4.62,356,Penguin Group (USA) LLC,247,4,4.484065074085889,456.45600000000013,2.772,441131.51999999996
334,Night Shift,"Stephen King, John D. MacDonald",Intermediate,3.96,104248,fiction,244.53,146.718,0.99,356,"Amazon Digital Services,  Inc.",247,2,3.7952287590926015,97.81200000000001,0.594,412822.08
335,Jaws,Peter Benchley,Intermediate,3.96,102574,fiction,1227.54,736.524,4.99,357,Simon and Schuster Digital Sales Inc,246,2,3.79241661025558,491.01599999999996,2.994,406193.04
336,The History of Love,Nicole Krauss,Intermediate,3.91,98379,fiction,977.55,0.0,3.99,359,"Amazon Digital Services,  Inc.",245,2,3.770162727289325,977.55,0.0,384661.89
337,Pippi LÃ¥ngstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",Excellent,4.11,123065,fiction,977.55,586.53,3.99,360,"Amazon Digital Services,  Inc.",245,4,4.469055234001338,391.02,2.3939999999999997,505797.15
338,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",Intermediate,3.73,101669,fiction,1698.57,1019.142,6.99,363,Hachette Book Group,243,2,3.7218771294228166,679.4279999999999,4.194,379225.37
339,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",Excellent,4.3,102923,fiction,726.57,435.942,2.99,364,"Amazon Digital Services,  Inc.",243,4,4.495006662450111,290.62800000000004,1.794,442568.89999999997
340,Dead in the Family,Charlaine Harris,Intermediate,3.88,127379,fiction,1494.45,896.67,6.15,364,"Amazon Digital Services,  Inc.",243,2,3.8060404978198568,597.7800000000001,3.69,494230.51999999996
341,La peste,"Albert Camus, Stuart Gilbert",Intermediate,3.97,95803,fiction,965.58,0.0,3.99,366,"Amazon Digital Services,  Inc.",242,2,3.7835534568325113,965.58,0.0,380337.91000000003
342,The Reptile Room,"Lemony Snicket, Brett Helquist",Intermediate,3.95,130213,fiction,1202.59,721.554,4.99,367,Simon and Schuster Digital Sales Inc,241,2,3.830863072021231,481.03599999999994,2.9939999999999998,514341.35000000003
343,Brain on Fire,Susannah Cahalan,Intermediate,4.0,92849,fiction,2566.65,1539.99,10.65,368,Hachette Book Group,241,2,3.7871127632303194,1026.66,6.39,371396.0
344,Wicked Lovely ,Melissa Marr,Intermediate,3.69,131034,fiction,1197.6,718.56,4.99,370,Simon and Schuster Digital Sales Inc,240,2,3.7539549252139173,479.03999999999996,2.9939999999999998,483515.46
345,Curious George,H.A. Rey,Excellent,4.13,105473,fiction,236.61,141.966,0.99,371,"Amazon Digital Services,  Inc.",239,4,4.448258166609325,94.644,0.5940000000000001,435603.49
346,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",Excellent,4.17,109110,fiction,953.61,0.0,3.99,372,"Amazon Digital Services,  Inc.",239,4,4.46614741443693,953.61,0.0,454988.7
347,A Beautiful Mind,Sylvia Nasar,Excellent,4.12,98276,fiction,1544.62,926.772,6.49,373,Random House LLC,238,4,4.4329807563013555,617.8479999999998,3.894,404897.12
348,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",Intermediate,3.72,97468,fiction,1419.63,851.778,5.99,375,Random House LLC,237,2,3.7115466041473737,567.8520000000001,3.5940000000000003,362580.96
349,The Summoning,Kelley Armstrong,Excellent,4.03,132285,fiction,471.63,0.0,1.99,376,"Amazon Digital Services,  Inc.",237,4,4.457605553867082,471.63,0.0,533108.55
350,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,Excellent,4.04,102419,nonfiction,1182.63,709.578,4.99,376,Random House LLC,237,4,4.416153908599351,473.05200000000013,2.9939999999999998,413772.76
351,Storm Island,Ken Follett,Excellent,4.16,93475,fiction,708.63,0.0,2.99,376,"Amazon Digital Services,  Inc.",237,4,4.436280047961779,708.63,0.0,388856.0
352,The Blind Assassin,Margaret Atwood,Intermediate,3.95,98464,nonfiction,1885.64,1131.384,7.99,378,HarperCollins Christian Publishing,236,2,3.782312754095213,754.2560000000001,4.7940000000000005,388932.80000000005
353,Hollow City,Ransom Riggs,Excellent,4.07,73149,fiction,1642.65,985.59,6.99,380,Penguin Group (USA) LLC,235,4,4.366685732184532,657.0600000000001,4.194,297716.43
354,House of Sand and Fog,Andre Dubus III,Intermediate,3.83,55381,fiction,933.66,560.196,3.99,381,"Amazon Digital Services,  Inc.",234,2,3.646347454115863,373.46399999999994,2.394,212109.23
355,The Girl with All the Gifts,M.R. Carey,Intermediate,3.93,99729,fiction,463.67,278.202,1.99,383,Simon and Schuster Digital Sales Inc,233,2,3.7785303276161146,185.46800000000002,1.194,391934.97000000003
356,As I Lay Dying,William Faulkner,Intermediate,3.72,103547,nonfiction,461.68,277.008,1.99,385,HarperCollins Publishers,6264,2,3.722056686014717,184.67200000000003,0.04422222222222222,385194.84
357,Harold and the Purple Crayon,Crockett Johnson,Excellent,4.24,107221,fiction,925.68,0.0,3.99,385,"Amazon Digital Services,  Inc.",6264,4,4.484113561524538,925.68,0.0,454617.04000000004
358,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,Excellent,4.35,137558,nonfiction,2460.15,1476.09,10.65,387,Random House LLC,6237,4,4.5603956040043325,984.0600000000002,0.23666666666666666,598377.2999999999
360,Fool Moon ,Jim Butcher,Excellent,4.04,111371,fiction,687.7,412.62,2.99,389,Macmillan,6210,4,4.430710407487806,275.08000000000004,0.06644444444444444,449938.84
361,David and Goliath,Malcolm Gladwell,Intermediate,3.9,90083,nonfiction,2509.3,1505.58,10.91,389,Random House LLC,6210,2,3.751859064765604,1003.7200000000003,0.24244444444444443,351323.7
362,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,"Hiromu Arakawa, Akira Watanabe",Famous,4.49,93990,fiction,226.71,0.0,0.99,391,"Amazon Digital Services,  Inc.",6183,3,4.236234508088963,226.71,0.0,422015.10000000003
363,Guards! Guards!,Terry Pratchett,Excellent,4.32,108652,fiction,1142.71,0.0,4.99,392,"Amazon Digital Services,  Inc.",6183,4,4.51041668882206,1142.71,0.0,469376.64
364,The Year of Magical Thinking,Joan Didion,Intermediate,3.86,94590,fiction,909.72,0.0,3.99,393,"Amazon Digital Services,  Inc.",6156,2,3.7483399267117603,909.72,0.0,365117.39999999997
365,We Need to Talk About Kevin,Lionel Shriver,Excellent,4.07,101343,fiction,5902.92,3541.752,25.89,393,HarperCollins Publishers,6156,4,4.4233192166767275,2361.168,0.5753333333333334,412466.01
366,Rendezvous with Rama,Arthur C. Clarke,Excellent,4.06,93151,fiction,1468.69,881.214,6.47,395,"Amazon Digital Services,  Inc.",6129,4,4.405676873503486,587.476,0.14377777777777778,378193.05999999994
367,The Queen of the Damned,Anne Rice,Intermediate,3.86,110693,fiction,223.74,134.244,0.99,397,"Amazon Digital Services,  Inc.",6102,2,3.775649632497791,89.49600000000001,0.022,427274.98
368,The Age of Innocence,"Edith Wharton, Maureen Howard",Intermediate,3.93,102646,fiction,1188.76,713.256,5.26,398,"Amazon Digital Services,  Inc.",6102,2,3.783538504414998,475.504,0.11688888888888889,403398.78
369,The Selfish Gene,Richard Dawkins,Excellent,4.11,96564,fiction,897.75,538.65,3.99,400,"Amazon Digital Services,  Inc.",6075,4,4.426927897931784,359.1,0.08866666666666666,396878.04000000004
370,Year of Wonders: A Novel of the Plague,Geraldine Brooks,Intermediate,4.0,104283,fiction,221.76,0.0,0.99,401,"Amazon Digital Services,  Inc.",6048,2,3.807287072384059,221.76,0.0,417132.0
371,The Black Echo,Michael Connelly,Excellent,4.08,98591,nonfiction,1274.56,764.736,5.69,401,"Amazon Digital Services,  Inc.",6048,4,4.4215366706547385,509.82399999999996,0.12644444444444444,402251.28
372,Anthem,Ayn Rand,Intermediate,3.62,95620,fiction,1112.77,0.0,4.99,403,"Amazon Digital Services,  Inc.",6021,2,3.678221312486058,1112.77,0.0,346144.4
373,Gabriel's Inferno,Sylvain Reynard,Excellent,4.02,119633,fiction,1781.77,1069.062,7.99,404,Penguin Group (USA) LLC,6021,4,4.437141849499533,712.7080000000001,0.17755555555555555,480924.66
374,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",Excellent,4.15,104677,fiction,1662.78,997.668,7.49,406,Penguin Group (USA) LLC,5994,4,4.452942166529967,665.112,0.16644444444444445,434409.55000000005
375,Major Pettigrew's Last Stand,Helen Simonson,Intermediate,3.87,97745,fiction,660.79,396.474,2.99,408,Simon and Schuster Digital Sales Inc,5967,2,3.757039597625231,264.316,0.06644444444444444,378273.15
376,Vision in White,Nora Roberts,Excellent,4.1,103933,fiction,437.8,262.68,1.99,409,Random House LLC,5940,4,4.436703056739573,175.12,0.044222222222222225,426125.3
377,The Tenth Circle,Jodi Picoult,Novice,3.48,99170,fiction,3955.6,2373.36,17.98,409,"Amazon Digital Services,  Inc.",5940,1,3.3425538770017127,1582.2399999999998,0.39955555555555555,345111.6
378,The Throne of Fire,Rick Riordan,Excellent,4.2,116360,nonfiction,2067.36,1240.416,9.44,411,"Amazon Digital Services,  Inc.",5913,4,4.4863229779575295,826.9440000000002,0.20977777777777776,488712.0
379,Old Man's War,John Scalzi,Excellent,4.23,97653,fiction,1311.81,787.086,5.99,412,Macmillan,5913,4,4.464876014840021,524.7239999999999,0.13311111111111112,413072.19000000006
380,Gerald's Game,Stephen King,Famous,3.47,100158,fiction,433.82,260.292,1.99,413,"Amazon Digital Services,  Inc.",5886,3,3.9412759919350004,173.52800000000002,0.04422222222222222,347548.26
381,Two for the Dough,Janet Evanovich,Excellent,4.11,116171,nonfiction,2177.82,1306.692,9.99,414,"Amazon Digital Services,  Inc.",5886,4,4.459040586468477,871.1280000000002,0.222,477462.81000000006
383,The Forever War,Joe Haldeman,Excellent,4.15,87636,fiction,214.83,128.898,0.99,416,"Amazon Digital Services,  Inc.",5859,4,4.422075000929517,85.93200000000002,0.022,363689.4
384,Insomnia,"Stephen King, Bettina Blanch Tyroller",Intermediate,3.79,100972,fiction,2311.05,1386.63,10.65,416,Random House LLC,5859,2,3.7386821038947566,924.4200000000001,0.2366666666666667,382683.88
385,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Intermediate,3.57,94696,fiction,1072.85,0.0,4.99,419,"Amazon Digital Services,  Inc.",5805,2,3.661534488310567,1072.85,0.0,338064.72
386,The Blade Itself,Joe Abercrombie,Excellent,4.14,97501,fiction,1717.85,1030.71,7.99,419,Random House LLC,5805,4,4.437605409684769,687.1399999999999,0.17755555555555555,403654.13999999996
387,The Arctic Incident,Eoin Colfer,Intermediate,3.94,108031,nonfiction,642.85,385.71,2.99,420,"Amazon Digital Services,  Inc.",5805,2,3.7954209665094094,257.14000000000004,0.06644444444444444,425642.14
388,The Shipping News,Annie Proulx,Intermediate,3.83,103151,fiction,1281.86,0.0,5.99,421,"Amazon Digital Services,  Inc.",5778,2,3.7543910611468125,1281.86,0.0,395068.33
389,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",Intermediate,3.77,105063,fiction,849.87,509.922,3.99,423,"Amazon Digital Services,  Inc.",5751,2,3.7395815725021535,339.948,0.08866666666666667,396087.51
390,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",Excellent,4.19,132087,fiction,423.87,254.322,1.99,423,HarperCollins Publishers,5751,4,4.505345345757375,169.548,0.044222222222222225,553444.53
391,DÃ©jÃ  Dead,Kathy Reichs,Intermediate,3.86,100369,fiction,1062.87,637.722,4.99,424,Hachette Book Group,5751,2,3.758641569659919,425.1479999999999,0.11088888888888888,387424.33999999997
392,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,Intermediate,3.84,58396,fiction,1693.88,1016.328,7.99,425,Penguin Group (USA) LLC,5724,2,3.658556214756526,677.5520000000001,0.17755555555555555,224240.63999999998
393,The Marriage Plot,Jeffrey Eugenides,Novice,3.42,90551,fiction,1080.32,648.192,5.12,427,Random House LLC,5697,1,3.308759218765041,432.12799999999993,0.11377777777777778,309684.42
394,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",Intermediate,3.89,89770,fiction,630.89,0.0,2.99,428,"Amazon Digital Services,  Inc.",5697,2,3.7482544252056624,630.89,0.0,349205.3
395,Luckiest Girl Alive,Jessica Knoll,Novice,3.48,82504,fiction,2007.6,1204.56,9.56,430,Simon and Schuster Digital Sales Inc,5670,1,3.3105921074520186,803.04,0.21244444444444444,287113.92
396,"Crank (Crank, #1)",Ellen Hopkins,Excellent,4.16,104168,fiction,833.91,0.0,3.99,431,"Amazon Digital Services,  Inc.",5643,4,4.455095398019148,833.91,0.0,433338.88
397,The Raven Boys,Maggie Stiefvater,Excellent,4.05,121727,nonfiction,206.91,124.146,0.99,432,"Amazon Digital Services,  Inc.",5643,4,4.449156194634114,82.764,0.022,492994.35
398,I Am Legend and Other Stories,Richard Matheson,Intermediate,3.99,98795,fiction,621.92,0.0,2.99,433,"Amazon Digital Services,  Inc.",5616,2,3.794895744583658,621.92,0.0,394192.05000000005
399,Olive Kitteridge,Elizabeth Strout,Intermediate,3.78,85019,fiction,205.92,0.0,0.99,433,"Amazon Digital Services,  Inc.",5616,2,3.705808440252442,205.92,0.0,321371.82
400,Not that Kind of Girl,"Lena Dunham, Joana Avillez",Novice,3.33,88251,nonfiction,1245.92,747.552,5.99,434,Random House LLC,5616,1,3.277289822526478,498.36800000000005,0.13311111111111112,293875.83
