index,book_name,author,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold
501,Fablehaven,Brandon Mull,Excellent,4.08,99390,fiction,1470.26,882.156,9.02,553,Random House LLC,4401
502,The Wide Window,"Lemony Snicket, Brett Helquist",Intermediate,3.91,118624,fiction,161.37,96.822,0.99,554,"Amazon Digital Services,  Inc.",4401
503,Grave Peril,Jim Butcher,Excellent,4.18,97736,nonfiction,322.38,193.428,1.99,557,"Amazon Digital Services,  Inc.",4374
504,Einstein. His Life and Universe,Walter Isaacson,Excellent,4.08,71156,nonfiction,322.38,193.428,1.99,557,"Amazon Digital Services,  Inc.",4374
505,Effortless,S.C. Stephens,Excellent,4.37,83085,fiction,160.38,96.228,0.99,558,"Amazon Digital Services,  Inc.",4374
506,The Street Lawyer,John Grisham,Intermediate,3.81,80577,fiction,320.39,192.234,1.99,561,Random House LLC,4347
507,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,Intermediate,3.79,92980,nonfiction,642.39,385.434,3.99,561,Hachette Book Group,4347
508,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",Novice,3.28,103995,fiction,615.02,369.012,3.82,562,"Amazon Digital Services,  Inc.",4347
509,Lets Explore Diabetes with Owls,David Sedaris,Intermediate,3.8,81616,fiction,478.4,287.04,2.99,565,Macmillan,4320
510,Ð˜Ð´Ð¸Ð¾Ñ‚,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",Excellent,4.18,74642,fiction,1438.4,863.04,8.99,565,Penguin Group (USA) LLC,4320
511,Dirk Gently's Holistic Detective Agency,Douglas Adams,Intermediate,3.97,89569,nonfiction,478.4,0.0,2.99,566,"Amazon Digital Services,  Inc.",4320
512,Rodrick Rules,Jeff Kinney,Excellent,4.1,91831,fiction,478.4,0.0,2.99,567,"Amazon Digital Services,  Inc.",4320
513,Why Not Me?,Mindy Kaling,Intermediate,3.89,74199,fiction,1598.4,959.04,9.99,568,Random House LLC,4320
514,Four: A Divergent Collection,Veronica Roth,Excellent,4.1,97058,fiction,475.41,0.0,2.99,570,"Amazon Digital Services,  Inc.",4293
515,Modern Romance,"Aziz Ansari, Eric Klinenberg",Intermediate,3.85,94231,fiction,157.41,0.0,0.99,571,"Amazon Digital Services,  Inc.",4293
516,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",Excellent,4.24,85136,fiction,475.41,0.0,2.99,572,"Amazon Digital Services,  Inc.",4293
517,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,Excellent,4.07,45382,fiction,634.41,380.646,3.99,572,Hachette Book Group,4293
518,Elantris,Brandon Sanderson,Excellent,4.17,95950,fiction,314.42,188.652,1.99,574,Simon and Schuster Digital Sales Inc,4266
519,The Knife of Never Letting Go,Patrick Ness,Intermediate,3.96,99638,fiction,1136.02,681.612,7.19,575,"Amazon Digital Services,  Inc.",4266
520,One Thousand White Women: The Journals of May Dodd,Jim Fergus,Intermediate,3.88,84367,fiction,472.42,283.452,2.99,576,"Amazon Digital Services,  Inc.",4266
521,Handle with Care,Jodi Picoult,Intermediate,3.96,90138,fiction,1420.42,852.252,8.99,577,HarperCollins Publishers,4266
522,Song of Susannah,"Stephen King, Darrel Anderson",Intermediate,3.98,84957,fiction,469.43,0.0,2.99,578,"Amazon Digital Services,  Inc.",4239
524,Midnight's Children,Salman Rushdie,Intermediate,3.99,75502,nonfiction,1474.23,884.538,9.39,581,"Amazon Digital Services,  Inc.",4239
525,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,Intermediate,3.86,82535,fiction,154.44,0.0,0.99,585,"Amazon Digital Services,  Inc.",4212
527,Murder at the Vicarage,Agatha Christie,Excellent,4.03,93963,nonfiction,669.24,401.544,4.29,586,HarperCollins Publishing,4212
528,Among the Hidden ,Margaret Peterson Haddix,Intermediate,3.97,94478,fiction,2106.45,1263.87,13.59,589,HarperCollins Publishers,4185
529,In Defense of Food: An Eater's Manifesto,Michael Pollan,Excellent,4.07,80434,fiction,618.45,0.0,3.99,589,"Amazon Digital Services,  Inc.",4185
530,The Witch of Blackbird Pond,Elizabeth George Speare,Intermediate,3.97,105770,nonfiction,1230.46,738.276,7.99,591,Penguin Group (USA) LLC,4158
531,The Heir,Kiera Cass,Intermediate,3.85,111044,fiction,614.46,0.0,3.99,592,"Amazon Digital Services,  Inc.",4158
532,Shopaholic Ties the Knot,Sophie Kinsella,Intermediate,3.77,88139,fiction,460.46,0.0,2.99,594,"Amazon Digital Services,  Inc.",4158
533,The Woman in White,"Wilkie Collins, Matthew Sweet",Intermediate,3.98,93134,fiction,768.46,0.0,4.99,594,"Amazon Digital Services,  Inc.",4158
534,Career of Evil,"Robert Galbraith, J.K. Rowling",Excellent,4.21,66979,fiction,1167.32,700.392,7.58,595,Penguin Group (USA) LLC,4158
535,The Summer I Turned Pretty,Jenny Han,Intermediate,3.96,104730,fiction,610.47,0.0,3.99,596,"Amazon Digital Services,  Inc.",4131
536,Four to Score ,Janet Evanovich,Excellent,4.17,106871,fiction,151.47,90.882,0.99,597,"Amazon Digital Services,  Inc.",4131
537,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,Excellent,4.06,80906,fiction,151.47,0.0,0.99,598,"Amazon Digital Services,  Inc.",4131
538,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",Intermediate,3.95,85006,fiction,1176.57,705.942,7.69,600,Penguin Group (USA) LLC,4131
539,Darkfever,Karen Marie Moning,Excellent,4.14,110812,fiction,1618.8,971.28,10.65,601,Penguin Group (USA) LLC,4104
540,Stone of Tears,Terry Goodkind,Excellent,4.1,83235,fiction,1111.12,666.672,7.31,603,Penguin Group (USA) LLC,4104
541,Heart of the Matter,Emily Giffin,Intermediate,3.73,83461,fiction,910.48,546.288,5.99,603,Simon and Schuster Digital Sales Inc,4104
542,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",Intermediate,3.76,91323,fiction,149.49,0.0,0.99,605,"Amazon Digital Services,  Inc.",4077
543,The Sirens of Titan,Kurt Vonnegut Jr.,Excellent,4.16,72493,fiction,151.0,90.6,1.0,607,"Amazon Digital Services,  Inc.",4077
544,Dolores Claiborne,"Stephen King, Dominique Dill",Intermediate,3.81,71053,fiction,661.38,396.828,4.38,608,"Amazon Digital Services,  Inc.",4077
545,The Nest,Cynthia D'Aprix Sweeney,Novice,3.45,79762,nonfiction,1508.49,905.094,9.99,608,"Amazon Digital Services,  Inc.",4077
546,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",Intermediate,3.99,101016,fiction,1125.0,675.0,7.5,610,Penguin Group (USA) LLC,4050
547,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,Intermediate,3.98,75665,fiction,598.5,0.0,3.99,611,"Amazon Digital Services,  Inc.",4050
548,The Celestine Prophecy,James Redfield,Intermediate,3.6,72675,fiction,594.51,356.706,3.99,615,Penguin Group (USA) LLC,4023
549,My Life Next Door ,Huntley Fitzpatrick,Excellent,4.02,102012,fiction,594.51,356.706,3.99,615,Simon and Schuster Digital Sales Inc,4023
550,Winter of the World,Ken Follett,Excellent,4.29,71971,nonfiction,1488.51,893.106,9.99,616,HarperCollins Publishing,4023
551,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",Intermediate,3.82,67873,fiction,594.51,0.0,3.99,616,"Amazon Digital Services,  Inc.",4023
552,Lucky,Alice Sebold,Intermediate,3.77,77462,children,1427.42,856.452,9.58,617,"Amazon Digital Services,  Inc.",4023
553,To The Lighthouse ,Virginia Woolf,Intermediate,3.76,83066,fiction,1144.04,686.424,7.73,619,Macmillan,3996
554,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,Novice,3.43,67438,fiction,146.52,0.0,0.99,620,"Amazon Digital Services,  Inc.",3996
555,Guilty Pleasures,Laurell K. Hamilton,Excellent,4.02,104252,fiction,442.52,0.0,2.99,622,"Amazon Digital Services,  Inc.",3996
556,The Messenger,Markus Zusak,Excellent,4.09,93119,fiction,145.53,87.318,0.99,624,"Amazon Digital Services,  Inc.",3969
557,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",Intermediate,3.92,87427,fiction,1997.73,1198.638,13.59,624,HarperCollins Publishers,3969
558,Equal Rites,Terry Pratchett,Intermediate,4.0,88673,fiction,145.53,0.0,0.99,625,"Amazon Digital Services,  Inc.",3969
559,House of Leaves,Mark Z. Danielewski,Excellent,4.13,75469,fiction,439.53,0.0,2.99,625,"Amazon Digital Services,  Inc.",3969
560,Cruel & Unusual,Patricia Cornwell,Excellent,4.11,83695,fiction,439.53,263.718,2.99,626,"Amazon Digital Services,  Inc.",3969
561,Sycamore Row,John Grisham,Intermediate,3.98,56315,fiction,1074.57,644.742,7.31,627,Penguin Group (USA) LLC,3969
562,Awakened,"P.C. Cast, Kristin Cast",Excellent,4.02,101234,fiction,675.98,405.588,4.63,628,Hachette Book Group,3942
563,My Ãntonia,Willa Cather,Intermediate,3.76,81102,fiction,582.54,0.0,3.99,629,"Amazon Digital Services,  Inc.",3942
564,Life As We Knew It,Susan Beth Pfeffer,Intermediate,3.89,94282,nonfiction,1097.92,658.752,7.52,629,"Amazon Digital Services,  Inc.",3942
565,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",Excellent,4.02,74511,nonfiction,1166.54,699.924,7.99,630,Random House LLC,3942
567,The Longest Ride,Nicholas Sparks,Excellent,4.14,71276,fiction,144.54,0.0,0.99,631,"Amazon Digital Services,  Inc.",3942
568,é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng],"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",Excellent,4.31,39863,fiction,665.55,399.33,4.59,632,Penguin Group (USA) LLC,3915
569,Kane and Abel,Jeffrey Archer,Excellent,4.27,74052,fiction,723.55,0.0,4.99,632,"Amazon Digital Services,  Inc.",3915
570,Change of Heart,Jodi Picoult,Intermediate,3.91,86471,fiction,990.35,594.21,6.83,634,Simon and Schuster Digital Sales Inc,3915
571,Dry: A Memoir,Augusten Burroughs,Excellent,4.01,70550,children,1448.55,869.13,9.99,635,"Amazon Digital Services,  Inc.",3915
573,Grey,E.L. James,Intermediate,3.76,75320,fiction,1134.72,680.832,7.88,637,Hachette Book Group,3888
574,Dune Messiah ,Frank Herbert,Intermediate,3.86,82580,fiction,570.57,0.0,3.99,641,"Amazon Digital Services,  Inc.",3861
575,The Great Divorce,C.S. Lewis,Excellent,4.28,75031,fiction,1428.57,857.142,9.99,642,Penguin Group (USA) LLC,3861
577,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",Excellent,4.28,90999,fiction,708.58,0.0,4.99,646,"Amazon Digital Services,  Inc.",3834
578,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,Excellent,4.34,82399,fiction,1560.58,936.348,10.99,647,Penguin Group (USA) LLC,61560
579,Maybe Someday,Colleen Hoover,Excellent,4.33,81707,fiction,969.86,581.916,6.83,649,Random House LLC,61128
580,Mr Maybe,Jane Green,Novice,3.41,78132,fiction,562.59,0.0,3.99,651,"Amazon Digital Services,  Inc.",61128
581,Anne of the Island,L.M. Montgomery,Excellent,4.21,97049,fiction,139.59,83.754,0.99,652,Random House LLC,60696
582,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",Excellent,4.05,65362,fiction,1030.71,618.426,7.31,652,Penguin Group (USA) LLC,59400
583,North and South,"Elizabeth Gaskell, Alan Shelston",Excellent,4.13,95274,fiction,562.59,0.0,3.99,653,"Amazon Digital Services,  Inc.",58968
584,A Stolen Life,Jaycee Dugard,Intermediate,3.89,72713,fiction,558.6,0.0,3.99,655,"Amazon Digital Services,  Inc.",57240
585,The Immortals of Meluha,Amish Tripathi,Intermediate,4.0,62784,fiction,418.6,251.16,2.99,658,"Amazon Digital Services,  Inc.",56808
586,The Lost World,Michael Crichton,Intermediate,3.72,83389,fiction,1398.6,839.16,9.99,658,"Amazon Digital Services,  Inc.",55728
587,Requiem,Lauren Oliver,Intermediate,3.74,100593,fiction,698.6,0.0,4.99,659,"Amazon Digital Services,  Inc.",55080
588,A Crown of Swords,Robert Jordan,Intermediate,4.0,86421,nonfiction,137.61,0.0,0.99,661,"Amazon Digital Services,  Inc.",54000
589,Aesopica,"Aesop, Laura Harris, Laura Gibbs",Excellent,4.05,88508,fiction,693.61,0.0,4.99,663,"Amazon Digital Services,  Inc.",53784
590,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,Excellent,4.18,71095,fiction,725.88,435.528,5.26,665,Penguin Group (USA) LLC,53784
591,Finale,Becca Fitzpatrick,Excellent,4.22,107569,fiction,1516.62,909.972,10.99,666,Penguin Group (USA) LLC,53784
592,Skeleton Crew,Stephen King,Intermediate,3.93,82320,fiction,957.72,574.632,6.94,668,Random House LLC,53568
594,Two States,Chetan Bhagat,Intermediate,3.42,67866,fiction,836.4,501.84,6.15,675,"Amazon Digital Services,  Inc.",53352
595,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",Excellent,4.1,89733,nonfiction,1225.36,0.0,9.01,675,"Amazon Digital Services,  Inc.",53136
596,Summer Knight,Jim Butcher,Excellent,4.3,91012,fiction,542.64,0.0,3.99,676,"Amazon Digital Services,  Inc.",52920
597,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",Excellent,4.1,95378,fiction,133.65,0.0,0.99,679,"Amazon Digital Services,  Inc.",52488
598,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",Intermediate,3.81,108399,fiction,538.65,0.0,3.99,680,"Amazon Digital Services,  Inc.",52488
599,Ugly Love,Colleen Hoover,Excellent,4.3,107583,fiction,808.65,485.19,5.99,681,Random House LLC,52488
600,Chocolat,Joanne Harris,Intermediate,3.95,84770,nonfiction,873.68,524.208,6.52,682,"Amazon Digital Services,  Inc.",52056
601,The Amityville Horror,Jay Anson,Intermediate,3.82,80959,fiction,1191.26,714.756,8.89,684,Hachette Book Group,52056
603,Gabriel's Rapture,Sylvain Reynard,Excellent,4.22,91213,fiction,530.67,0.0,3.99,689,"Amazon Digital Services,  Inc.",51624
604,Dubliners,"James Joyce, Jeri Johnson",Intermediate,3.85,73140,fiction,397.67,238.602,2.99,690,Random House LLC,51408
605,Let the Great World Spin,Colum McCann,Intermediate,3.93,71515,fiction,394.68,0.0,2.99,692,"Amazon Digital Services,  Inc.",51192
606,The Eternity Code,Eoin Colfer,Excellent,4.04,94437,fiction,394.68,0.0,2.99,692,"Amazon Digital Services,  Inc.",51192
607,Tell No One,Harlan Coben,Excellent,4.11,78070,fiction,394.68,236.808,2.99,693,"Amazon Digital Services,  Inc.",50976
608,The Tommyknockers,Stephen King,Famous,3.48,89262,fiction,790.68,0.0,5.99,693,"Amazon Digital Services,  Inc.",50760
609,Hex Hall,Rachel Hawkins,Intermediate,3.96,109881,fiction,526.68,0.0,3.99,693,"Amazon Digital Services,  Inc.",50544
610,Steal Like an Artist,Austin Kleon,Intermediate,3.86,93625,fiction,130.68,78.408,0.99,694,"Amazon Digital Services,  Inc.",50328
611,Cryptonomicon,Neal Stephenson,Excellent,4.25,72683,children,327.36,196.416,2.48,694,Random House LLC,50112
612,Beautiful Bastard,Christina Lauren,Excellent,4.05,111668,fiction,394.68,0.0,2.99,695,"Amazon Digital Services,  Inc.",49896
613,Prodigal Summer,Barbara Kingsolver,Intermediate,3.98,78529,fiction,260.69,156.414,1.99,696,Simon and Schuster Digital Sales Inc,49896
614,We Were the Mulvaneys,Joyce Carol Oates,Intermediate,3.7,77251,fiction,1395.15,837.09,10.65,698,Hachette Book Group,49680
615,Understanding Comics: The Invisible Art,Scott McCloud,Intermediate,3.98,77277,nonfiction,129.69,77.814,0.99,699,"Amazon Digital Services,  Inc.",49680
616,Beautiful Darkness,"Kami Garcia, Margaret Stohl",Intermediate,3.84,95447,nonfiction,260.69,156.414,1.99,700,HarperCollins Publishers,49248
617,The Psychopath Test,Jon Ronson,Intermediate,3.91,44097,fiction,492.7,295.62,3.79,701,Macmillan,49032
618,Vanishing Acts,Jodi Picoult,Intermediate,3.68,79662,fiction,258.7,155.22,1.99,703,Random House LLC,48816
619,Absolute Power,David Baldacci,Excellent,4.15,72481,fiction,1656.2,993.72,12.74,704,Macmillan,48816
620,Hot Six,Janet Evanovich,Excellent,4.18,99329,fiction,514.71,0.0,3.99,705,"Amazon Digital Services,  Inc.",48600
621,The Time Keeper,Mitch Albom,Intermediate,3.85,72277,fiction,127.71,0.0,0.99,707,"Amazon Digital Services,  Inc.",48384
622,A Dirty Job,Christopher Moore,Excellent,4.08,78523,nonfiction,127.71,76.626,0.99,707,"Amazon Digital Services,  Inc.",48168
623,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,Excellent,4.24,66406,fiction,127.71,0.0,0.99,708,"Amazon Digital Services,  Inc.",47952
624,The Amulet of Samarkand,Jonathan Stroud,Intermediate,3.99,86062,fiction,127.71,0.0,0.99,709,"Amazon Digital Services,  Inc.",47736
625,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",Intermediate,3.91,71023,fiction,885.76,531.456,6.92,710,Penguin Group (USA) LLC,47520
626,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",Intermediate,3.85,70241,children,888.32,532.992,6.94,710,"Amazon Digital Services,  Inc.",47520
627,Exodus,Leon Uris,Excellent,4.33,77258,fiction,1470.72,882.432,11.49,711,Random House LLC,47304
628,Stones from the River,Ursula Hegi,Excellent,4.07,80056,fiction,787.2,472.32,6.15,712,"Amazon Digital Services,  Inc.",47304
629,The Big Sleep,Raymond Chandler,Excellent,4.04,84489,fiction,126.72,76.032,0.99,713,"Amazon Digital Services,  Inc.",47088
630,Cannery Row ,John Steinbeck,Excellent,4.02,81598,fiction,1153.28,691.968,9.01,713,HarperCollins Publishers,47088
631,Seriously...I'm Kidding,Ellen DeGeneres,Intermediate,3.72,74358,fiction,843.28,505.968,6.64,714,Hachette Book Group,46872
632,The Miserable Mill,"Lemony Snicket, Brett Helquist",Intermediate,3.83,101325,fiction,1395.73,837.438,10.99,716,Penguin Group (USA) LLC,46872
633,The Snow Child,Eowyn Ivey,Intermediate,3.95,72328,fiction,125.73,75.438,0.99,716,"Amazon Digital Services,  Inc.",46872
634,Wait for You,"J. Lynn, Jennifer L. Armentrout",Excellent,4.19,106236,fiction,506.73,0.0,3.99,717,"Amazon Digital Services,  Inc.",46440
635,The Last Straw,Jeff Kinney,Excellent,4.11,82518,fiction,502.74,0.0,3.99,719,"Amazon Digital Services,  Inc.",46440
636,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",Excellent,4.06,74130,fiction,124.74,0.0,0.99,720,"Amazon Digital Services,  Inc.",46008
637,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",Excellent,4.01,69975,fiction,1198.75,719.25,9.59,724,HarperCollins Publishers,46008
638,Onyx,Jennifer L. Armentrout,Excellent,4.33,111448,fiction,1127.5,676.5,9.02,725,Random House LLC,46008
639,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,Excellent,4.28,109183,fiction,122.76,73.656,0.99,728,"Amazon Digital Services,  Inc.",45792
640,The Birth of Venus,Sarah Dunant,Intermediate,3.79,78129,fiction,370.76,0.0,2.99,730,"Amazon Digital Services,  Inc.",45576
641,The Opal Deception,Eoin Colfer,Excellent,4.04,95638,fiction,121.77,73.062,0.99,733,"Amazon Digital Services,  Inc.",45360
642,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",Intermediate,3.73,53751,fiction,121.77,73.062,0.99,736,Random House LLC,45144
643,The Girls,Emma Cline,Novice,3.49,76761,fiction,974.78,584.868,7.99,737,Random House LLC,44928
644,The Goose Girl,Shannon Hale,Excellent,4.18,92952,fiction,120.78,72.468,0.99,738,Simon and Schuster Digital Sales Inc,44280
645,Mystic River,Dennis Lehane,Excellent,4.19,86103,fiction,1096.78,658.068,8.99,739,Random House LLC,43848
647,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",Intermediate,3.84,84682,fiction,966.79,580.074,7.99,741,Random House LLC,43416
648,The Moon is a Harsh Mistress,Robert A. Heinlein,Excellent,4.17,80366,fiction,930.49,558.294,7.69,743,Penguin Group (USA) LLC,43416
649,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",Excellent,4.17,35283,fiction,119.79,71.874,0.99,743,"Amazon Digital Services,  Inc.",43416
650,High Five,Janet Evanovich,Excellent,4.17,92737,children,671.55,402.93,5.55,745,"Amazon Digital Services,  Inc.",43200
651,Joyland,Stephen King,Intermediate,3.9,75018,fiction,118.8,0.0,0.99,746,"Amazon Digital Services,  Inc.",42768
652,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",Famous,4.42,82565,fiction,118.8,71.28,0.99,748,"Amazon Digital Services,  Inc.",42552
653,Tender Is the Night,F. Scott Fitzgerald,Intermediate,3.83,79008,fiction,118.8,71.28,0.99,750,"Amazon Digital Services,  Inc.",42120
655,The Glass Menagerie,Tennessee Williams,Intermediate,3.67,90032,nonfiction,117.81,70.686,0.99,752,"Amazon Digital Services,  Inc.",41904
656,L'amica geniale,"Elena Ferrante, Ann Goldstein",Intermediate,3.88,64637,nonfiction,912.73,547.638,7.67,753,Random House LLC,41472
657,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Intermediate,3.84,66129,fiction,355.81,0.0,2.99,757,"Amazon Digital Services,  Inc.",41256
658,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,Intermediate,3.77,52031,fiction,117.81,0.0,0.99,759,"Amazon Digital Services,  Inc.",40824
659,Rules of Civility,Amor Towles,Intermediate,3.99,75541,fiction,712.81,427.686,5.99,760,Penguin Group (USA) LLC,40824
660,Ringworld,Larry Niven,Intermediate,3.96,76925,fiction,117.81,70.686,0.99,760,"Amazon Digital Services,  Inc.",40176
661,Between Shades of Gray,Ruta Sepetys,Excellent,4.36,87718,fiction,236.81,142.086,1.99,761,"Amazon Digital Services,  Inc.",40176
662,Frindle,"Andrew Clements, Brian Selznick",Intermediate,3.79,83351,fiction,712.81,427.686,5.99,762,Macmillan,39960
663,Dog Days,Jeff Kinney,Excellent,4.14,78592,fiction,474.81,0.0,3.99,764,"Amazon Digital Services,  Inc.",39744
664,The Round House,Louise Erdrich,Intermediate,3.91,67928,fiction,355.81,0.0,2.99,764,"Amazon Digital Services,  Inc.",39312
665,A Wind in the Door,Madeleine L'Engle,Excellent,4.07,87277,fiction,355.81,0.0,2.99,765,"Amazon Digital Services,  Inc.",39312
666,Free Four: Tobias Tells the Divergent Story,Veronica Roth,Excellent,4.18,81621,nonfiction,1188.81,713.286,9.99,765,Hachette Book Group,38880
667,A Little Life,Hanya Yanagihara,Excellent,4.27,66782,fiction,355.81,213.486,2.99,766,"Amazon Digital Services,  Inc.",38664
668,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",Excellent,4.12,81326,fiction,117.81,0.0,0.99,767,"Amazon Digital Services,  Inc.",38664
669,The Alloy of Law,Brandon Sanderson,Excellent,4.2,72185,fiction,593.81,0.0,4.99,768,"Amazon Digital Services,  Inc.",38448
670,Dead Reckoning,Charlaine Harris,Intermediate,3.77,87066,nonfiction,117.81,70.686,0.99,770,"Amazon Digital Services,  Inc.",38448
671,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",Intermediate,3.9,80075,fiction,784.21,470.526,6.59,770,"Amazon Digital Services,  Inc.",38448
673,The Invisible Man,H.G. Wells,Intermediate,3.62,84778,fiction,117.81,70.686,0.99,772,Macmillan,38016
674,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",Excellent,4.15,63764,fiction,117.81,70.686,0.99,773,"Amazon Digital Services,  Inc.",38016
675,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",Intermediate,3.57,62106,fiction,915.11,549.066,7.69,775,Random House LLC,37584
676,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",Intermediate,3.92,78355,fiction,355.81,0.0,2.99,779,"Amazon Digital Services,  Inc.",37584
677,Four Past Midnight,Stephen King,Intermediate,3.9,76376,nonfiction,640.22,384.132,5.38,779,HarperCollins Publishers,37368
678,The Marriage Bargain,Jennifer Probst,Intermediate,3.81,91630,fiction,1307.81,784.686,10.99,781,Random House LLC,37368
679,Anne of Avonlea,L.M. Montgomery,Excellent,4.21,99918,fiction,117.81,70.686,0.99,782,"Amazon Digital Services,  Inc.",37368
680,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",Excellent,4.15,82102,fiction,593.81,0.0,4.99,783,"Amazon Digital Services,  Inc.",37152
681,We Are All Completely Beside Ourselves,Karen Joy Fowler,Intermediate,3.71,59973,fiction,355.81,0.0,2.99,783,"Amazon Digital Services,  Inc.",37152
682,Children of the Mind,Orson Scott Card,Intermediate,3.74,74517,fiction,1022.21,613.326,8.59,784,"Amazon Digital Services,  Inc.",36936
683,Ulysses,James Joyce,Intermediate,3.74,76791,fiction,117.81,0.0,0.99,786,"Amazon Digital Services,  Inc.",36936
684,Someone Like You,Sarah Dessen,Intermediate,3.94,84358,nonfiction,355.81,213.486,2.99,786,Simon and Schuster Digital Sales Inc,36936
685,Moloka'i,Alan Brennert,Excellent,4.15,75307,nonfiction,950.81,570.486,7.99,787,HarperCollins Christian Publishing,36720
686,The Witching Hour,Anne Rice,Excellent,4.1,79824,nonfiction,357.54,214.524,3.03,789,"Amazon Digital Services,  Inc.",36504
687,This Present Darkness,Frank E. Peretti,Excellent,4.24,71815,fiction,352.82,0.0,2.99,791,"Amazon Digital Services,  Inc.",36504
688,The Coincidence of Callie & Kayden,Jessica Sorensen,Excellent,4.21,97615,fiction,116.82,70.092,0.99,792,"Amazon Digital Services,  Inc.",36504
689,Fates and Furies,Lauren Groff,Intermediate,3.56,66085,fiction,862.58,517.548,7.31,792,HarperCollins Publishers,36504
691,Stuart Little,"E.B. White, Garth Williams",Intermediate,3.88,89033,fiction,352.82,211.692,2.99,797,"Amazon Digital Services,  Inc.",36504
